"","admin_name","ipum1991","upaz1991","parent","area91","A","admin_name.1","ipum2001","upaz2001","parent.1","area01","B","A_intersect_B","A_intersect_B_perimeter","A_union_B","metric_1","metric_2","metric_3","metric_4","metric_5","pair","ipum2011","upaz2011","area11"
"115.5...845","boalmari","030029018","302918","030029",358327796.924425,358327796.924425,"kashiani","030035043","303543","030035",296753784.986437,296753784.986437,4.66433023185787e-05,161438497.035516,655081581.910815,4.66433023185787e-05,7.12022801534494e-14,1.57178457962079e-13,1.30169366482099e-13,2.889230460831e-13,"91_01",NA,NA,NA
"119.6...846","nagarkanda","030029062","302962","030029",396196487.966584,396196487.966584,"kashiani","030035043","303543","030035",296753784.986437,296753784.986437,2.80328094959259e-07,23184.2449472946,692950272.953021,2.80328094959259e-07,4.04542873999653e-16,9.44648759819765e-16,7.07548157223702e-16,1.20913187208182e-11,"91_01",NA,NA,NA
"137.2...847","gopalganj sadar","030035032","303532","030035",383873471.640461,383873471.640461,"kashiani","030035043","303543","030035",296753784.986437,296753784.986437,0,0,680627256.626898,0,0,0,0,NA,"91_01",NA,NA,NA
"138.4...848","kashiani","030035043","303543","030035",296753784.986437,296753784.986437,"kashiani","030035043","303543","030035",296753784.986437,296753784.986437,296753784.98644,13928831284.1247,296753784.986434,296753784.98644,1.00000000000002,1.00000000000001,1.00000000000001,0.0213050024753091,"91_01",NA,NA,NA
"140.3...849","muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,"kashiani","030035043","303543","030035",296753784.986437,296753784.986437,0,0,632070005.903002,0,0,0,0,NA,"91_01",NA,NA,NA
"272.2...850","lohagara","040065052","406552","040065",296079395.157335,296079395.157335,"kashiani","030035043","303543","030035",296753784.986437,296753784.986437,0,0,592833180.143772,0,0,0,0,NA,"91_01",NA,NA,NA
"15.3...851","agailjhara","010006002","100602","010006",155107163.92889,155107163.92889,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,517929988.861376,0,0,0,0,NA,"91_01",NA,NA,NA
"24.5...852","wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,611734468.207375,0,0,0,0,NA,"91_01",NA,NA,NA
"137.3...853","gopalganj sadar","030035032","303532","030035",383873471.640461,383873471.640461,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,746696296.572947,0,0,0,0,NA,"91_01",NA,NA,NA
"139.3...854","kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,362822824.93249,11965346127.8411,362822824.932482,362822824.93249,1.00000000000002,1.00000000000001,1.00000000000001,0.0303228022872042,"91_01",NA,NA,NA
"141.3...855","tungipara","030035091","303591","030035",165646339.156679,165646339.156679,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,528469164.089166,0,0,0,0,NA,"91_01",NA,NA,NA
"231.3...856","kalkini","030054040","305440","030054",295756477.961951,295756477.961951,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,658579302.894437,0,0,0,0,NA,"91_01",NA,NA,NA
"232...857","madaripur sadar","030054054","305454","030054",295704146.709763,295704146.709763,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,658526971.64225,0,0,0,0,NA,"91_01",NA,NA,NA
"233.2...858","rajoir","030054080","305480","030054",229040673.562519,229040673.562519,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,591863498.495005,0,0,0,0,NA,"91_01",NA,NA,NA
"358.4...859","nazirpur","010079076","107976","010079",219746841.517485,219746841.517485,"kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,0,0,582569666.449971,0,0,0,0,NA,"91_01",NA,NA,NA
"114.3...860","bhanga","030029010","302910","030029",202670535.959713,202670535.959713,"muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,0,0,537986756.876278,0,0,0,0,NA,"91_01",NA,NA,NA
"119.7...861","nagarkanda","030029062","302962","030029",396196487.966584,396196487.966584,"muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,9.65424759280622e-05,1102553791.41874,731512708.883052,9.65424759280622e-05,1.31976484831648e-13,2.87914720212967e-13,2.43673224928245e-13,8.75625993756132e-14,"91_01",NA,NA,NA
"137.4...862","gopalganj sadar","030035032","303532","030035",383873471.640461,383873471.640461,"muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,0,0,719189692.557025,0,0,0,0,NA,"91_01",NA,NA,NA
"138.5...863","kashiani","030035043","303543","030035",296753784.986437,296753784.986437,"muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,0,0,632070005.903002,0,0,0,0,NA,"91_01",NA,NA,NA
"140.4...864","muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,"muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,335316220.916565,12240170811.8214,335316220.916564,335316220.916565,1,1,1,0.0273947337885777,"91_01",NA,NA,NA
"233.3...865","rajoir","030054080","305480","030054",229040673.562519,229040673.562519,"muksudpur","030035058","303558","030035",335316220.916565,335316220.916565,0,0,564356894.479084,0,0,0,0,NA,"91_01",NA,NA,NA
"2.5...866","chitalmari","040001014","400114","040001",140299734.606074,140299734.606074,"tungipara","030035091","303591","030035",165646339.156679,165646339.156679,0,0,305946073.762753,0,0,0,0,NA,"91_01",NA,NA,NA
"5.4...867","mollahat","040001056","400156","040001",210199192.795978,210199192.795978,"tungipara","030035091","303591","030035",165646339.156679,165646339.156679,0,0,375845531.952657,0,0,0,0,NA,"91_01",NA,NA,NA
"137.5...868","gopalganj sadar","030035032","303532","030035",383873471.640461,383873471.640461,"tungipara","030035091","303591","030035",165646339.156679,165646339.156679,0,0,549519810.79714,0,0,0,0,NA,"91_01",NA,NA,NA
"139.4...869","kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,"tungipara","030035091","303591","030035",165646339.156679,165646339.156679,0,0,528469164.089166,0,0,0,0,NA,"91_01",NA,NA,NA
"141.4...870","tungipara","030035091","303591","030035",165646339.156679,165646339.156679,"tungipara","030035091","303591","030035",165646339.156679,165646339.156679,165646339.156682,7288534882.85913,165646339.156676,165646339.156682,1.00000000000004,1.00000000000002,1.00000000000002,0.0227269735027601,"91_01",NA,NA,NA
"358.5...871","nazirpur","010079076","107976","010079",219746841.517485,219746841.517485,"tungipara","030035091","303591","030035",165646339.156679,165646339.156679,0,0,385393180.674164,0,0,0,0,NA,"91_01",NA,NA,NA
"142...872","ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,"ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,212019378.314701,13115599744.8955,212019378.314701,212019378.314701,1,1,1,0.0161654352403685,"91_01",NA,NA,NA
"144...873","baniachong","060036011","603611","060036",487894230.272392,487894230.272392,"ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,0,0,699913608.587093,0,0,0,0,NA,"91_01",NA,NA,NA
"200...874","itna","030048033","304833","030048",379378393.208201,379378393.208201,"ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,0,0,591397771.522902,0,0,0,0,NA,"91_01",NA,NA,NA
"205...875","mithamain","030048059","304859","030048",214617926.232478,214617926.232478,"ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,0,0,426637304.547179,0,0,0,0,NA,"91_01",NA,NA,NA
"415...876","sulla","060090086","609086","060090",259900169.09406,259900169.09406,"ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,0,0,471919547.408762,0,0,0,0,NA,"91_01",NA,NA,NA
"143...877","bahubal","060036005","603605","060036",233559443.754661,233559443.754661,"bahubal","060036005","603605","060036",233559443.754661,233559443.754661,233559443.754659,5967097750.2714,233559443.754662,233559443.754659,0.999999999999987,0.999999999999994,0.999999999999994,0.0391412129529865,"91_01",NA,NA,NA
"145...878","chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,"bahubal","060036005","603605","060036",233559443.754661,233559443.754661,0,0,733132280.766623,0,0,0,0,NA,"91_01",NA,NA,NA
"146...879","habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,"bahubal","060036005","603605","060036",233559443.754661,233559443.754661,0,0,482246162.80239,0,0,0,0,NA,"91_01",NA,NA,NA
"149...880","nabiganj","060036077","603677","060036",426009253.455138,426009253.455138,"bahubal","060036005","603605","060036",233559443.754661,233559443.754661,0,0,659568697.209799,0,0,0,0,NA,"91_01",NA,NA,NA
"253...881","sreemangal","060058083","605883","060058",379027280.19468,379027280.19468,"bahubal","060036005","603605","060036",233559443.754661,233559443.754661,0,0,612586723.949341,0,0,0,0,NA,"91_01",NA,NA,NA
"142.1...882","ajmiriganj","060036002","603602","060036",212019378.314701,212019378.314701,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,699913608.587093,0,0,0,0,NA,"91_01",NA,NA,NA
"144.1...883","baniachong","060036011","603611","060036",487894230.272392,487894230.272392,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,487894230.272391,37753557657.521,487894230.272393,487894230.272391,0.999999999999997,0.999999999999998,0.999999999999998,0.0129231325613944,"91_01",NA,NA,NA
"146.1...884","habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,736580949.32012,0,0,0,0,NA,"91_01",NA,NA,NA
"147.1...885","lakhai","060036068","603668","060036",189828623.658279,189828623.658279,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,677722853.930671,0,0,0,0,NA,"91_01",NA,NA,NA
"149.1...886","nabiganj","060036077","603677","060036",426009253.455138,426009253.455138,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,913903483.72753,0,0,0,0,NA,"91_01",NA,NA,NA
"196.1...887","austagram","030048002","304802","030048",298053073.303508,298053073.303508,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,785947303.5759,0,0,0,0,NA,"91_01",NA,NA,NA
"205.1...888","mithamain","030048059","304859","030048",214617926.232478,214617926.232478,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,702512156.50487,0,0,0,0,NA,"91_01",NA,NA,NA
"410...889","derai","060090029","609029","060090",412248867.510829,412248867.510829,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,900143097.783221,0,0,0,0,NA,"91_01",NA,NA,NA
"415.1...890","sulla","060090086","609086","060090",259900169.09406,259900169.09406,"baniachong","060036011","603611","060036",487894230.272392,487894230.272392,0,0,747794399.366452,0,0,0,0,NA,"91_01",NA,NA,NA
"143.1...891","bahubal","060036005","603605","060036",233559443.754661,233559443.754661,"chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,0,0,733132280.766623,0,0,0,0,NA,"91_01",NA,NA,NA
"145.1...892","chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,"chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,499572837.011961,11013624990.8539,499572837.011963,499572837.011961,0.999999999999995,0.999999999999998,0.999999999999998,0.0453595285318708,"91_01",NA,NA,NA
"146.2...893","habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,"chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,0,0,748259556.059691,0,0,0,0,NA,"91_01",NA,NA,NA
"148.2...894","madhabpur","060036071","603671","060036",276731052.828699,276731052.828699,"chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,0,0,776303889.840661,0,0,0,0,NA,"91_01",NA,NA,NA
"253.1...895","sreemangal","060058083","605883","060058",379027280.19468,379027280.19468,"chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,0,0,878600117.206642,0,0,0,0,NA,"91_01",NA,NA,NA
"143.2...896","bahubal","060036005","603605","060036",233559443.754661,233559443.754661,"habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,0,0,482246162.80239,0,0,0,0,NA,"91_01",NA,NA,NA
"144.2...897","baniachong","060036011","603611","060036",487894230.272392,487894230.272392,"habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,0,0,736580949.32012,0,0,0,0,NA,"91_01",NA,NA,NA
"145.2...898","chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,"habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,0,0,748259556.059691,0,0,0,0,NA,"91_01",NA,NA,NA
"146.3...899","habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,"habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,248686719.047728,8890112167.59228,248686719.04773,248686719.047728,0.999999999999991,0.999999999999996,0.999999999999996,0.0279734062247586,"91_01",NA,NA,NA
"147.2...900","lakhai","060036068","603668","060036",189828623.658279,189828623.658279,"habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,0,0,438515342.706008,0,0,0,0,NA,"91_01",NA,NA,NA
"148.3...901","madhabpur","060036071","603671","060036",276731052.828699,276731052.828699,"habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,0,0,525417771.876428,0,0,0,0,NA,"91_01",NA,NA,NA
"149.2...902","nabiganj","060036077","603677","060036",426009253.455138,426009253.455138,"habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,0,0,674695972.502867,0,0,0,0,NA,"91_01",NA,NA,NA
"51.3...903","nasirnagar","020012090","201290","020012",309300585.900129,309300585.900129,"lakhai","060036068","603668","060036",189828623.658279,189828623.658279,0,0,499129209.558408,0,0,0,0,NA,"91_01",NA,NA,NA
"144.3...904","baniachong","060036011","603611","060036",487894230.272392,487894230.272392,"lakhai","060036068","603668","060036",189828623.658279,189828623.658279,0,0,677722853.930671,0,0,0,0,NA,"91_01",NA,NA,NA
"146.4...905","habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,"lakhai","060036068","603668","060036",189828623.658279,189828623.658279,0,0,438515342.706008,0,0,0,0,NA,"91_01",NA,NA,NA
"147.3...906","lakhai","060036068","603668","060036",189828623.658279,189828623.658279,"lakhai","060036068","603668","060036",189828623.658279,189828623.658279,189828623.658282,5801475922.71892,189828623.658276,189828623.658282,1.00000000000003,1.00000000000001,1.00000000000001,0.0327207466146505,"91_01",NA,NA,NA
"148.4...907","madhabpur","060036071","603671","060036",276731052.828699,276731052.828699,"lakhai","060036068","603668","060036",189828623.658279,189828623.658279,0,0,466559676.486978,0,0,0,0,NA,"91_01",NA,NA,NA
"196.2...908","austagram","030048002","304802","030048",298053073.303508,298053073.303508,"lakhai","060036068","603668","060036",189828623.658279,189828623.658279,0,0,487881696.961787,0,0,0,0,NA,"91_01",NA,NA,NA
"48.6...909","brahmanbaria sadar","020012013","201213","020012",502070471.742599,502070471.742599,"madhabpur","060036071","603671","060036",276731052.828699,276731052.828699,0.000377582038703864,1022004615.27134,778801524.570921,0.000377582038703864,4.84824472977107e-13,1.36443682356672e-12,7.52049881351004e-13,3.69452381194599e-13,"91_01",NA,NA,NA
"51.4...910","nasirnagar","020012090","201290","020012",309300585.900129,309300585.900129,"madhabpur","060036071","603671","060036",276731052.828699,276731052.828699,0,0,586031638.728829,0,0,0,0,NA,"91_01",NA,NA,NA
"145.3...911","chunarughat","060036026","603626","060036",499572837.011962,499572837.011962,"madhabpur","060036071","603671","060036",276731052.828699,276731052.828699,0,0,776303889.840661,0,0,0,0,NA,"91_01",NA,NA,NA
"146.5...912","habiganj sadar","060036044","603644","060036",248686719.047729,248686719.047729,"madhabpur","060036071","603671","060036",276731052.828699,276731052.828699,0,0,525417771.876428,0,0,0,0,NA,"91_01",NA,NA,NA
