"name","bgmea_num","capacity","product_type","machine","fac_type","upazila","Latitude","Longitude","fac_ad","date_est","machine_pred","predicted_date","exist91","exist01"
"anowara fashions ltd",3380,"60000","blouses, shirts, shorts",152,"0",NA,22.38245,91.86454,"bscic i/e, chittagong kalurghat",2001,0,0,0,1
"apace ltd",3309,"24000","trousers, jackets, ladies dresses",150,"1",NA,22.38082,91.83049,"436/457, chatteswari road, gazi shah lane, dev pahar chittagong devpahar",2001,0,0,0,1
"apparel options pvt ltd",3486,"36000","trousers",80,"0",NA,22.38082,91.83049,"436/457, gaji shah lane, chattechari chittagong",2001,0,0,0,1
"artistc appareis ltd",3447,NA,"shirts, pants",197,"0",NA,22.33245,91.84711,"50, new chaktai, delwar hossain showdagor market chittagong chaktai",2001,0,0,0,1
"atd garments coltd",3258,"45000","t-shirts, jackets, jogging suits",170,"0.5",NA,22.32445,91.81172,"hossain court (5th floor), 75, agrabad c/a chittagong",2000,0,0,0,1
"avertex pvt ltd",3224,"60000","overalls, jackets, pants",200,"0",NA,22.31042,91.80137,"6594-95, south halishahar, chittagong bandar",2000,0,0,0,1
"bsa fashions ltd",3243,"35000","ladies pants, girls pants, boys pants",687,"0",NA,22.35685,91.78318,"plot # 122/123, block - b, bscic i/a, sagarika road chittagong pahartoli",2000,0,0,0,1
"canvas clothings ltd",3443,"60000","t-shirts",120,"0",NA,22.37352,91.81478,"301 (north) nasirabad i/a, baizid bostami road chittagong",2001,0,0,0,1
"combined apparels ltd",3310,"60000","pants, trousers",160,"0.5",NA,22.38229,91.82842,"1670/2091, west sholashahar, chittagong aturar depot",2001,0,0,0,1
"creative sweaters pvt ltdu-2",3346,"43200","sweaters, cardigans, jersey",365,"1",NA,23.80232,90.35303,"1/a, shilpa plot darus salam road, section # 1 dhaka mirpur",2001,0,0,0,1
"design makers ltd",3487,"240000","jackets, swimming trunks, cargo pants",910,"0.5",NA,22.35591,91.77628,"cda plot # c-49, sagarika road, fouzdarhat i/a chittagong",2001,0,0,0,1
"dream dress ltd",3351,"96000","trousers, jogging suits, knit items",271,"0",NA,22.35591,91.77628,"68/x (iii) sagarika road, fauzdarhat chittagong pahartoli",2001,0,0,0,1
"fhapparels ltd",3269,NA,"jackets, jogging suits",69,"0",NA,22.33642,91.83244,"city corp. super market, chittagong",2000,0,0,0,1
"fairmonde knitting ltd",3480,NA,"knit items",15,"0",NA,22.35837,91.78067,"68/x, sagarica road, chittagong pahartoli",2001,0,0,0,1
"farkantex ltd",3387,"180000","denim jackets, denim trousers, work wears",450,"0",NA,22.29294,91.77662,"plot # 1 & 2, sector # 5/a, chittagong cepz",2001,0,0,0,1
" fashions valley",3261,NA,"knit items, panties",25,"1",NA,22.35824,91.83599,"46, joynagar, chowkbazar chittagong",2000,0,0,0,1
"first wear ltd",3303,"96000","jackets, long pants, jogging suits",243,"0",NA,22.35837,91.78067,"68/y, sagarika road, chittagong pahartali",2001,0,0,0,1
"innstyle fashions ltd",3249,"48000","shirts, pants, polo shirts",100,"0.5",NA,22.32805,91.82384,"102, mazirghat road, east madhar bari chittagong",2000,0,0,0,1
"intex apparel bdltd",3476,"360000","panties, under wears, camisole",300,"0",NA,22.36082,91.8233,"80, nasirabad i/a, chittagong",2001,0,0,0,1
"jr fashions ltd",3470,"80000","shirts, trousers, t-shirts",140,"0.5",NA,22.34778,91.83381,"19, c/d jamal khan, chittagong",2001,0,0,0,1
"jp garments ltd",3426,"80000","shirts, jackets, pants",135,"0.5",NA,22.3686,91.83248,"siraj shopping complex (4th fl), 85, muradpur chittagong panchlaish",2001,0,0,0,1
"malik fashions ltd",3338,NA,"sweaters",50,"1",NA,22.35985,91.82774,"1290, o.r. nizam road, chittagong",2001,0,0,0,1
"mondetex fashions ltd",3411,NA,"shirts, jackets, jogging suite",194,"0",NA,22.35837,91.78067,"68/x, sagarica road, chittagong pahartoli",2001,0,0,0,1
"monwara hero apparels ltd",3434,"750000","jeans, wear, knit items, polar fleece items",130,"1",NA,22.37038,91.84212,"hoque market (2nd floor), 859, bahaddarhat chittagong",2001,0,0,0,1
"need tex ctgltd",3492,NA,"shirts, trousers",99,"0.5",NA,22.35958,91.85746,"154/c, rajakhali road, east bakalia chittagong east bakalia",2001,0,0,0,1
"p and g textile ltd",3257,"1e+05","babies wears, polo shirts, jumpers",259,"0.5",NA,22.38229,91.82842,"1670/2091 west sholashahar, chittagong aturar depot",2000,0,0,0,1
"pantex sweaters ltd",3475,"180000","sweaters",1080,"1",NA,22.31042,91.80137,"plot # 6206-7 & 6620, south halishahar chittagong bandar",2001,0,0,0,1
"premier fashions wear pvt ltd",3396,NA,"pants",50,"0",NA,22.36601,91.84964,"khaja complex, arkan road chittagong",2001,0,0,0,1
"provati apparels ltd",3379,"36000","jackets, trousers, pants",110,"0",NA,22.32509,91.85328,"1050/a, shah amanot bridge, chittagong rajakhali",2001,0,0,0,1
"rsi apparels ltd",3477,"180000","fleece jackets, swimming suits, polo shirts",275,"1",NA,22.35177,91.83305,"107/112, nazrul market (1st & 2nd floor), chittagong chawk bazar",2001,0,0,0,1
"rafee apparels ltd",3378,"40000","jackets, trousers, night wears",112,"0",NA,22.35177,91.83305,"nazrul islam market (5th floor), 107/112, chawk bazar chittagong",2001,0,0,0,1
"regent textile mills ltd",3233,"2500000","shirts, pants, bed sheets",270,"0",NA,22.36014,91.82809,"central plaza (2nd floor), 659, o.r. nizam road chittagong",2000,0,0,0,1
"saad musa fabrics ltdu-3",3454,"90000","shirts, shorts, long pants",280,"0",NA,22.40432,91.81959,"khaja road, kulgaon, chittagong jalalabad",2001,0,0,0,1
"savannah apparels ltd",3348,"72000","dresses, pajama sets, t-shirts",130,"0.5",NA,22.35787,91.83986,"1170/b, shah amanat shetu road, east sholashahar chittagong bahadderhat",2001,0,0,0,1
"skam fashions pvt ltd",3237,"60000","skirts",92,"0",NA,22.34164,91.8273,"jiban bima bhaban (5th floor), 4, jublee road chittagong",2000,0,0,0,1
"stage ii ltd ",3365,"90900","shirts, pants, shorts",700,"0",NA,22.3368,91.83262,"rifle club complex, k.c. dey road, nandankanan chittagong",2001,0,0,0,1
"tafop apparels ltd",3273,"120000","jackets, pants, jogging suits",330,"0",NA,22.36579,91.77823,"plot # 1, 2, 3 (part), bscic i/e, sagarica road chittagong pahartali",2000,0,0,0,1
"teasoon fashions ltd",3446,"39000","jackets, jogging suits, pants",250,"0",NA,22.32445,91.81172,"1142, north agrabad, mistri para chittagong agrabad",2001,0,0,0,1
"tex trading ltd",3466,"36000","jackets, skirts, overalls",150,"0",NA,22.39515,91.88245,"plot # 478/509, bscic inds. estate, fidc road chittagong kalurghat",2001,0,0,0,1
"unity industnalbdltd",3402,"55000","pullovers, cardigans, vests",670,"1",NA,22.10026,91.745,"mir hansion, raja khali road chittagong chaktai",2001,0,0,0,1
"vintage textile ltd",3442,"544000","boxer , t-shirts, underwears",220,"0.5",NA,22.35685,91.78318,"plot # a, block -b, 14, fouzdarhat bscic i/e chittagong",2001,0,0,0,1
"a-1 apparels ltd",3353,NA,"jackets, pants",49,"0","mirpur",NA,NA,NA,2001,0,1,0,1
"abdullah sweater lid",3408,NA,"sweaters",408,"1","Biman Bandar",NA,NA,NA,2001,0,1,0,1
"al-falah fashions apparel ltd",3337,"46000","shirts, jackets, trousers",115,NA,"Chandgaon",NA,NA,NA,2001,0,1,0,1
"amin fashions ",3392,"50000","ladies dresses, jackets, jogging suits",90,"0","Darus Salam",NA,NA,NA,2001,0,1,0,1
"d and f knitting pvt ltd unit-2",3234,"120000","knit items",NA,"1","narayanganj sadar",NA,NA,NA,2001,1,1,0,1
"dadu nanu knitting and textile mills ltd",3384,"3e+05","knit items, jackets, pants",170,"1","kadamtali",NA,NA,NA,2001,0,1,0,1
"east west commodities pvt ltd u-2",3360,NA,"knit garments",69,"1","narayanganj sadar",NA,NA,NA,2001,0,1,0,1
"enigma apparels ltd",3259,"2000","winsbreakers, shirts, pants",56,"0","uttara",NA,NA,NA,2001,0,1,0,1
"euro asia fashions wear ltd",3357,"40000","knit items",NA,"1","narayanganj sadar",NA,NA,NA,2001,1,1,0,1
"eurostyle apparels pvt ltd",3355,"12000","ladies dresses, jackets, overalls",52,"0","gulshan",NA,NA,NA,2001,0,1,0,1
"fahriaz fashions ",3238,"30000","shirts, pants, jackets",115,"0","gazipur sadar",NA,NA,NA,2001,0,1,0,1
"faruque knit wears ltd",3370,"1e+05","t-shirts, polo shirts, tank tops",54,"1","uttar khan",NA,NA,NA,2001,0,1,0,1
"fashions star apparels ltd",3361,"24000","wind breaker, ladies wears, children wears",NA,"0","narayanganj sadar",NA,NA,NA,2001,1,1,0,1
"gbswears ltd",3311,"135000","jackets, shorts, trousers",131,"0","savar",NA,NA,NA,2001,0,1,0,1
"hbapparels pvt ltdu-2",3359,NA,"knit items",69,"1","narayanganj sadar",NA,NA,NA,2001,0,1,0,1
"long beach apparels ltd",3275,NA,"shirts, trousers, shorts",135,"0.5","Tejgaon Ind. Area",NA,NA,NA,2001,0,1,0,1
"lynx fashions ltd",3377,NA,"jackets, jogging suit, t-shirts",104,NA,"Chandgaon",NA,NA,NA,2001,0,1,0,1
"meher fashions ltd",3277,NA,"jackets, knit items, pants",61,"1","gazipur sadar",NA,NA,NA,2001,0,1,0,1
"mousumi apparels pvt ltd",3364,NA,"shirts, blouses, night wears",60,"0","rupganj",NA,NA,NA,2001,0,1,0,1
"oyster fashions ltd",3372,"36000","jackets, pants, childrens wears",285,"0","Panchlaish",NA,NA,NA,2001,0,1,0,1
"promita garments ltd",3326,NA,"jackets, trousers",160,"0","ramna",NA,NA,NA,2001,0,1,0,1
"quality knit garments ltd",3358,"15000","knit items",NA,"1","narayanganj sadar",NA,NA,NA,2001,1,1,0,1
"russel garments ltd",3352,"60000","shirts, jackets, shorts",100,"0.5","narayanganj sadar",NA,NA,NA,2001,0,1,0,1
"samotaf appareis ltd",3371,"370000","trousers, t-shirts, boxers",253,"0.5","Chandgaon",NA,NA,NA,2001,0,1,0,1
"sea-view appareis ltd",3284,"40000","wind breakers, jogging suits, dresses",255,"0","Chittagong Port",NA,NA,NA,2001,0,1,0,1
"shomahar sweaters ltdunit-2",3331,"35000","sweaters",395,"1","Tejgoan Ind. Area",NA,NA,NA,2001,0,1,0,1
"styland fashions ltd",3325,"60000","knit items",35,"1","uttara",NA,NA,NA,2001,0,1,0,1
"ab fastion wear ltd",2059,"30000","jeckets, pants",42,"0",NA,22.36913,91.83316,"98, muradpur (3rd floor), chittagong",1995,0,0,0,1
"abcattire ltd",1192,"45000","Shirts, Jeckets, Ledies Dresses",90,"0",NA,23.78588,90.3766,"142, west kafrul, sher-e-bangla nagar dhaka agargaon",1992,0,0,0,1
"ajiapparels industry ltd",2181,NA,NA,174,"1",NA,23.79864,90.26803,"226, singair road, hemayetpur dhaka savar",1995,0,0,0,1
"ak knan and co ltdgarments div",664,"100000","Ledies Shirts",375,"0",NA,22.39515,91.88245,"kalurghat heavy industrial area, chittagong kalurghat",1986,0,0,1,1
"ar apparels",2152,"50000","Shirts, T-Shirts, Polo Shirts",120,"1",NA,23.9504063,90.380132,"plot # 740, kamarzury, national university gazipur board bazar",1995,0,0,0,1
"asfabrics ltd",3123,"1000","jac,jo,st",50,"0",NA,22.3402,91.81461,"86, dewanhat, chittagong",2000,0,0,0,1
"asgarments and textiles ltd",3138,"X","X",57,"0",NA,23.75189,90.43403,"109, goran, dhaka shabujbagh",2000,0,0,0,1
"ab-mr fashions ltd",2254,"60000","ts,ps,tt",47,"0.5",NA,23.7509,90.414,"1028/1/2, malibagh bazar road, dhaka malibagh",1995,0,0,0,1
"agami apparrels ltd",1669,"100000","Jackets, Sprots Wears",152,"0",NA,23.9047,90.32413,"62, kathgara, bishmail, zirabo road, ashulia dhaka savar",1993,0,0,0,1
"al-amin garment indsltd",361,"500000","Shirts, Blouses, Knitted Garments",500,"0.5",NA,22.40534,91.83793,"wazedia, panchlaish, chittagong panchlaish",1984,0,0,1,1
"alauddin and sons pvt ltdgrdv",1867,"60000","Shirts, Windbreakers , Skirts",150,"0",NA,23.75587,90.39225,"120, east tejturi bazar, dhaka tajgaon i/a",1994,0,0,0,1
"al-islam appareis ltd",1108,"120000","Ladies Shirts, Infant wears, pajama sets",190,"0",NA,23.77344,90.35864,"13, sayanir griho nirman society, north adabor dhaka mohammadpur",1992,0,0,0,1
"al-isiam fashions wears ltd",2385,"125000","Shirts, ladies shirts, T-shirts, Polo shirts",200,"0.5",NA,23.77329,90.35483,"31, chayaner adabor, adabor dhaka shamoli",1996,0,0,0,1
"anupam hosiery inds pvt ltdgardiv",1001,"150000","T-Shirts/Polo Shirts, Tank Top, Polo Shirts",80,"1",NA,23.78383,90.56302,"vulta, narayanganj rupganj",1992,0,0,0,1
"aparupa garments indsltd",536,"60000","Jackets,Coats, Infant Wears",150,"0",NA,23.75981,90.39132,"338/a, tejgaon, industrial area dhaka tejgaon",1985,0,0,1,1
"apparel and apparel coltd",1216,"165000","Knit Items",142,"0",NA,23.77928,90.35972,"24/kha, shahid minar road, kallayanpur dhaka mohammadpur",1993,0,0,0,1
"areana garments ld",42,"25000","Jackets, Shorts, Trousers",125,"0",NA,23.75981,90.39132,"72, east testory bazar, dhaka tejgaon",1984,0,0,1,1
"argenta garments indsltd",332,"75000","Shirts, Blouses, Infants Wears",156,"0.5",NA,22.36625,91.83688,"4/1, abdul hamid road (1st floor), sholak bahar, mirzapool chittagong",1985,0,0,1,1
"ashiana garments industries",2692,"60000","Overalls, Jeans",140,"0",NA,23.76024,90.41867,"2/1, east rampura (2nd to 5th fl), dit road dhaka rampura",1998,0,0,0,1
"asia apparels mfg copte ltd",948,"65000","Jackets, T-shirts, Jogging suit",150,"0.5",NA,23.64652,90.47619,"holding # 410, post office road, dapa idrakpur narayanganj fatullah",1992,0,0,0,1
"atheltic support ltd",2465,"24000","Jogging Suit, Trousers",190,"0",NA,23.9978139,90.367774,"vill-itahata, bashan, 35, chandana, gazipur sadar gazipur",1997,0,0,0,1
"allantic standard time cobd ltd",1922,"480000","Shirts, Jackets, Under Wears",140,"0.5",NA,22.29294,91.77662,"sector # 4, plot # 19-20 chittagong cepz",1992,0,0,0,1
"attires manufacturing company ltd",2107,"290000","Knit Items, Pajama sets,",138,"1",NA,23.75535,90.40097,"235/b, tejgaon i/a, dhaka tejgaon",1995,0,0,0,1
"ayesha enterprise garments ltd",531,"42800","Shirts, Dresses, Shorts, Trousers",90,"0",NA,23.93235,90.38661,"kunia, national university, k.b. bazar gazipur",1985,0,0,1,1
"bbrothers garments coltd",1737,"180000","Ladies Shirt, Blouses, T-shirts, pajama sets",160,"1",NA,23.7371,90.52696,"holding # 90, barpa, rupshi narayanganj rupganj",1994,0,0,0,1
"bhisapparels ltd",2758,"120000","Shirts, blouses",340,"0",NA,23.91312,90.39582,"hossain market (4th & 5th fl), 671, datta para gazipur tongi",1998,0,0,0,1
"bpgarments ltd",64,"60000","Skirts, Pants, Jogging Suits",205,"0",NA,23.74851,90.40863,"227 (new) 331 (old) outer circular road, (3rd floor) dhaka mogbazar",1984,0,0,1,1
"bpsweater pvt ltd",2582,"X","X",185.238576627578,"1",NA,23.82775,90.36436,"house # 24, road # 8, block -a, section # 12 dhaka mirpur",1998,1,0,0,1
"brknitting mills",2179,"400000","T-Shirts/Polo Shirts",120,"1",NA,23.62419,90.47973,"a/28-29, bscic inds. estate, narayanganj",1995,0,0,0,1
"bangladesh dyeing and finishing indsltd",1897,"300000","Knitted Garmants",250,"1",NA,23.82617,90.25373,"doel complex, 9 karnapara, dhaka savar",1994,0,0,0,1
"bangladesh spinning and knitters ltd",2861,"125000","Pullovers",700,"1",NA,22.28205,91.77305,"plot # 6-11, sector # 4/a, chittagong cepz",1997,0,0,0,1
"beacon sweater indltd",1586,"X","X",185.238576627578,"1",NA,23.74474,90.41314,"85, new sircular road, aysha shapping complex (3rd fl) dhaka malibagh",1993,1,0,0,1
"birds garments ltdunit-2",2455,"54000","Jackets, Overalls, trousers",102,"0",NA,23.94272,90.27485,"113, baipail, ashulia dhaka savar",1997,0,0,0,1
"brooks bdgarments coltd",1661,"50000","Ladies Tops, Windbreakers",105,"0.5",NA,23.9504063,90.380132,"kunia, national university, gazipur k.b. bazar",1984,0,0,1,1
"bsa garment industryunit-2",1444,"120000","shirts, pants",212,"0",NA,22.32971,91.80746,"56, gosail danga, chittagong double mooring",1993,0,0,0,1
"bys garments ltd",1158,"150000","t-shirts, polo shirts",62,"0",NA,23.78007,90.3593,"24/ka, shahid minar road (1st & 2nd fl), kallyanpur dhaka mirpur",1992,0,0,0,1
"cbminternational ltd",2827,"X","Jackets, Trousers, shorts",50,"1",NA,23.80207,90.3739,"125/1, senpara parbata, dhaka mirpur",1998,0,0,0,1
"cadtex garments ltd ",2317,"150000","Knitted Garments, pants",155,"1",NA,23.64496,90.49862,"kutubail, narayanganj fatullah",1996,0,0,0,1
"carnival fashions ltd",2830,"36000","jackets, pants, knit top",115,"0",NA,22.33905,91.8103,"755, askarabad (2nd floor), d.t. road chittagong",1998,0,0,0,1
"chandrima garmentd pvt ltd",2567,"0","T-Shirts,Tank Tops",60,"1",NA,23.74762,90.41125,"33 west malibagh, dhaka malibagh",1997,0,0,0,1
"cheung hing sweaterbdltd",630,"156000","Pullovers, cardigans",1000,"1",NA,23.75264,90.41395,"25/2, dit road, malibagh chowdhury para dhaka malibagh",1986,0,0,1,1
"chihong knit ltd",1859,"160000","Shirts, T-shirts, Jogging Suits",150,"1",NA,22.35685,91.78318,"plot # 35, sector # 4, road # 4, chittagong cepz",1994,0,0,0,1
"chung fong garments bdltd",3118,"100000","X",185.238576627578,"0",NA,23.85719,90.40957,"258, mollartek, dhaka uttara",2000,1,0,0,1
"classic supplies ltdu-2",2891,"X","Sweaters",246,"1",NA,23.82531,90.37248,"safura khatun super market, section # 12 dhaka mirpur",1999,0,0,0,1
"conexpogarments division",2251,"6666","Patch work quilt, Baby work quilt",63,"0",NA,23.65964,90.5577,"village-kamtal, p.o.-barpara, narayanganj bandar",1995,0,0,0,1
"cotton linebdltd",1603,"300000","Sweat Shirts, T-Shirts",300,"1",NA,24.3315374,90.3771747,"amtoli, habirbari, seedstore bazar mymensingh valuka",1994,0,0,0,1
"cotton n cotton garments indsltd",763,"200000","Shirts, Jackets, Trousers",350,"0.5",NA,24.327558,90.3686596,"amtoli, habirbari, seed store bazar mymensingh valuka",1990,0,0,1,1
"cotton textiles and appareis ltd",2369,"18000","Shirts, Pants, Tank Top",90,"1",NA,23.81789,90.36424,"plot # i/2, 3 & 4 (grounf floor), road # 7, section # 7 dhaka mirpur",1996,0,0,0,1
"crescent trade intlltd",458,"40000","X",72,"0",NA,23.77776,90.40574,"12 mohakhali c/a,, dhaka mohakhali",1985,0,0,1,1
"dzgarments ltd",1015,"12000","Jackets, jogging suits, vest",175,"0",NA,23.81789,90.36424,"plot # m-2/1, road # 7, section # 7, pallabi dhaka mirpur",1992,0,0,0,1
"dabstar and associates ltd gmts div",1223,"60000","shirts, jackets, pants",260,"0",NA,23.74274,90.39054,"190, arambagh inner circular road, dhaka motijheel",1992,0,0,0,1
"dacca continental garments ltd",593,"62000","jackets, pajama sets",80,"0",NA,23.75883,90.42254,"384 east rampura, t.v. avenue dhaka rampura",1983,0,0,1,1
"dadadhakaltd",862,"2000000","Hats and caps",1000,"0",NA,23.87133,90.40427,"plot # 28,, sector # 6 dhaka uttara",1991,0,0,1,1
"danfleys fashions ltd",1390,"100000","Knitted Garments, Jogging suits, T-Shirts",127,"1",NA,23.75779,90.39045,"79, kazi nazrul islam avenue, dhaka kawran bazar",1993,0,0,0,1
"darcha garments",3074,"X","Shirts, Wind breakers, Pompars",100,"0",NA,23.80615,90.36811,"plot # 11/1, road # 1, block - kha, section # 6 dhaka mirpur",2000,0,0,0,1
"dawn garments ang texties ltd",511,"60000","Pants.,Trousers, overall",130,"0",NA,23.71974,90.41844,"1, chandi charan bose street, (not found) dhaka wari",1985,0,0,1,1
"day aoparels ltd",2145,"80000","Shirts , blouses , Shorts",200,"0.5",NA,23.981538,90.381308,"m.h. tower, 21, vogra gazipur gazipur sadar",1995,0,0,0,1
"dekko fashions ltd ",1400,"100000","shirts, blouses, infants wears",146,"0",NA,23.81789,90.36424,"c-35, section # 7, mirpur super market dhaka mirpur",1993,0,0,0,1
"denim plusbdltd",2580,"100000","Jac, OA, PA",520,"0",NA,22.29294,91.77662,"plot # 3-8, sector # 7, chittagong cepz",1998,0,0,0,1
"design textilebd ltd ",2409,"364000","KI, JO, PS",136,"0.5",NA,23.82531,90.37248,"nurul shopping complex, 5, sujat nagar, section # 12 dhaka mirpur",1996,0,0,0,1
"dew-drops appareis ltd",2041,"20000","SH, PA",85,"0",NA,22.34277,91.83615,"momin road, 8, cda c/a chittagong",1995,0,0,0,1
"diplomat garments pvlltd",745,"65000","jac,jo,shorts",180,"0",NA,23.70245,90.42607,"12, shashi bhushan chatterjee lane, gandaria dhaka sutrapur",1990,0,0,1,1
"dragon sweaterbdltd",792,"156000","sh,jac, pa",1000,"1",NA,23.75264,90.41395,"25/2, dit road, malibagh chowdhury para dhaka malibagh",1991,0,0,1,1
"dream wears ltd ",1043,"15000","swimming sh,sleepes,",150,NA,NA,23.8024,90.37431,"plot # m-17 (ground -2nd floor), senpara parbata, section # 14, mirpur dhaka",1992,0,0,0,1
"eastem knit wear ltd",3219,"x","ki",100,"0",NA,22.3741,91.83427,"1670/2091, west sholoshahar, aturar depot chittagong",2000,0,0,0,1
"eden appareis ltd",1848,"5000","sh,bl,jo",102,"0",NA,23.81498,90.4165,"plot # ka - 58, joar shahara bazar dhaka catonment",1994,0,0,0,1
